Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo,Sentimento_Final
2022-07-31 21:59:42+00:00,1553862995977060352,"@GugaNoblat Somos gado do Bolsonaro, mesmo! 
Gado tem mt serventia, já jumento q nem vc só serve pra puxar carroça ou carregar alguém no lombo.",Bolsonaro," somos gado do bolsonaro, mesmo! gado tem mt serventia, já jumento q nem vc só serve pra puxar carroça ou carregar alguém no lombo.",Negativo
2022-07-31 21:59:40+00:00,1553862989085810688,@jairbolsonaro Tamujuntos 😎🔰🇧🇷🙏♥️✍️ https://t.co/cg9LhjgmCN,Bolsonaro, tamujuntos 😎🔰🇧🇷🙏♥️✍️ ,Neutro
2022-07-31 21:59:39+00:00,1553862983905951747,"@penteado_c @equibrio @jairbolsonaro Cara,não discuti com quem usa tornozeleira eletrônica...",Bolsonaro,"   cara,não discuti com quem usa tornozeleira eletrônica...",Neutro
2022-07-31 21:59:39+00:00,1553862983188709378,"@deltanmd O fim da reeleição faria uma faxina na política brasileira,a bandalheira da reeleição presidencial foi por obra e graça do FHC,para manter-se no poder,comprou todos os picaretas,o Meliante M'or assim o fez,bem como faz Bolsonaro.Pior que são os mesmos picaretas que se vendem !",Bolsonaro," o fim da reeleição faria uma faxina na política brasileira,a bandalheira da reeleição presidencial foi por obra e graça do fhc,para manter-se no poder,comprou todos os picaretas,o meliante m'or assim o fez,bem como faz bolsonaro.pior que são os mesmos picaretas que se vendem !",Negativo
2022-07-31 21:59:39+00:00,1553862983004168192,"Hoje, 31/07/22, na festa da cidade de Alfredo Chaves o governador Casagrande  e a sua vice foram convidados para virar as panelas de doce de leite. Além das vaias na hora que chegaram o povo começou a gritar Bolsonaro! Ele ficou dando um sorrisinho sem graça! https://t.co/P2pcppFKpo",Bolsonaro,"hoje, 31/07/22, na festa da cidade de alfredo chaves o governador casagrande  e a sua vice foram convidados para virar as panelas de doce de leite. além das vaias na hora que chegaram o povo começou a gritar bolsonaro! ele ficou dando um sorrisinho sem graça! ",Neutro
2022-07-31 21:59:35+00:00,1553862968739352579,@camilamoreno13_ Sim vamos derrotar os corruptos e mandar pra casa do karaio esses bandidos que acabaram com nosso país. Vamos reeleger @jairbolsonaro,Bolsonaro, sim vamos derrotar os corruptos e mandar pra casa do karaio esses bandidos que acabaram com nosso país. vamos reeleger ,Neutro
2022-07-31 21:59:34+00:00,1553862964226162694,"RT @joao_jb22: De verdade, Bolsonaro deve ter hj 60% dos votos!

Mas a imprensa, ÇTF/TÇ3, a elite bilionária e td o establishment podre estão usando a estratégia NAZISTA pra tentar vencer as eleições!

Somos maioria mas temos que lutar p/ vencer! Mostrem… https://t.co/afwZednz66",Bolsonaro,"rt  de verdade, bolsonaro deve ter hj 60% dos votos!mas a imprensa, çtf/tç3, a elite bilionária e td o establishment podre estão usando a estratégia nazista pra tentar vencer as eleições!somos maioria mas temos que lutar p/ vencer! mostrem… ",Neutro
2022-07-31 21:59:33+00:00,1553862960862445569,"@TerraBrasilnot Vontade de cassar o presidente Bolsonaro não falta... Mas tem um problema, o povo nao deixa. 🇧🇷😂",Bolsonaro," vontade de cassar o presidente bolsonaro não falta... mas tem um problema, o povo nao deixa. 🇧🇷😂",Neutro
2022-07-31 21:59:33+00:00,1553862958907801607,@Theappr53235130 @tat_oz @JoaoNorbertoG1 @irenefreitas57 @jairbolsonaro BOLSONARISTA.,Bolsonaro,     bolsonarista.,Neutro
2022-07-31 21:59:31+00:00,1553862950384975875,@revistaoeste Golpe armado para ter apoio dos Estados no golpe certo que o STF dará no Bolsonaro.,Bolsonaro, golpe armado para ter apoio dos estados no golpe certo que o stf dará no bolsonaro.,Negativo
2022-07-31 22:00:11+00:00,1553863117423132673,"@todoscomciro @CiroProg  Espetacular, Genial, Atordoante e muito extraordinária a capacidade intelectual de Ciro Gomes, mesmo diante de entrevistadores mal intencionados ou aquém da riqueza dos esclarecimentos concedidos. Parabéns por mais um show de verdades @cirogomes!",Ciro Gomes,"   espetacular, genial, atordoante e muito extraordinária a capacidade intelectual de ciro gomes, mesmo diante de entrevistadores mal intencionados ou aquém da riqueza dos esclarecimentos concedidos. parabéns por mais um show de verdades ",Positivo
2022-07-31 22:00:01+00:00,1553863078223220736,"@alertatotal @LulaOficial @jairbolsonaro @cirogomes Já vi analista ruim, mas tu tá de parabéns",Ciro Gomes,"    já vi analista ruim, mas tu tá de parabéns",Neutro
2022-07-31 21:59:48+00:00,1553863020681609217,"E eu que meti um #PrefiroCiro na convenção.
Sou oficialmente candidato a deputado Estadual por Pernambuco. Vamos simbora eleger Ciro Gomes Presidente. https://t.co/WJh3HtkBY3",Ciro Gomes,e eu que meti um  na convenção.sou oficialmente candidato a deputado estadual por pernambuco. vamos simbora eleger ciro gomes presidente. ,Neutro
2022-07-31 21:59:36+00:00,1553862971612434437,"@heytauat @cirogomes @CartunistaT Tchau querida foi a melhor kkkkkk

🤭😂🤣😂🤭",Ciro Gomes,   tchau querida foi a melhor kkkkkk🤭😂🤣😂🤭,Neutro
2022-07-31 21:59:34+00:00,1553862961994809345,@cirogomes Vendilhão não ganhou né? Ainda bem!,Ciro Gomes, vendilhão não ganhou né? ainda bem!,Neutro
2022-07-31 21:59:22+00:00,1553862913886126087,@Vana_FN @itjoelrs @cirogomes @CartunistaT E quem nunca foi e nunca será presidente.kkkk,Ciro Gomes,    e quem nunca foi e nunca será presidente.kkkk,Neutro
2022-07-31 21:59:18+00:00,1553862895573909504,"@AyrtonO12824125 @cirogomes Seria uma Katia Abreu versão 22?
👀👀👀👀",Ciro Gomes,  seria uma katia abreu versão 22?👀👀👀👀,Neutro
2022-07-31 21:59:09+00:00,1553862860387794945,"@cirogomes Tenho certeza que de la do ceu Dona Maria esta muito orgulhosa deste filho dela, um homem integro, inteligente, de principios, que ela soube educar e orientar tao bem. ❤️🌹
De la de cima ela esta te abençoando, meu presidente. 🙏🥰",Ciro Gomes," tenho certeza que de la do ceu dona maria esta muito orgulhosa deste filho dela, um homem integro, inteligente, de principios, que ela soube educar e orientar tao bem. ❤️🌹de la de cima ela esta te abençoando, meu presidente. 🙏🥰",Neutro
2022-07-31 21:59:07+00:00,1553862851747536898,@BelemJameson Ciro Gomes está com Aécio e pediu aliança com os partidos citados. Muita incoerência....,Ciro Gomes, ciro gomes está com aécio e pediu aliança com os partidos citados. muita incoerência....,Neutro
2022-07-31 21:59:06+00:00,1553862847020601347,@cirogomes @CartunistaT Perfeito 🤣🤣🤣,Ciro Gomes,  perfeito 🤣🤣🤣,Neutro
2022-07-31 21:59:04+00:00,1553862837331714048,"@EvaLopesdaSilv4 @Vana_FN @itjoelrs @cirogomes @CartunistaT e o q o ciro fez, eva? o q? reforçou o antipetismo. que lógica é essa?",Ciro Gomes,"     e o q o ciro fez, eva? o q? reforçou o antipetismo. que lógica é essa?",Neutro
2022-07-31 21:59:00+00:00,1553862819254341632,@marivalentimdf @cirogomes Vai ser do PSDB de São Paulo,Ciro Gomes,  vai ser do psdb de são paulo,Neutro
2022-07-31 21:58:58+00:00,1553862812535062531,"@cirogomes @CartunistaT Puta que pariu bicho! Que merda é essa! Toma no cu, cifude com essa merda bicho, que lixo cara, que decepção, já tava uma bosta essa campanha, agora jogou a pá de cal  nessa caralha de campanha. Vai pra França irmão!",Ciro Gomes,"  puta que pariu bicho! que merda é essa! toma no cu, cifude com essa merda bicho, que lixo cara, que decepção, já tava uma bosta essa campanha, agora jogou a pá de cal  nessa caralha de campanha. vai pra frança irmão!",Negativo
2022-07-31 21:58:57+00:00,1553862806184894466,"@carmelonetobr @jairbolsonaro Vc já sabe q ñ vai se eleger, né??
Pq no CE: ou é ligado ao candidato Ciro Gomes ou é ligado ao candidato ao Lula/PT ou às Esquerdas
Como vc não é ligado a nenhum deles, provavelmente não se elege deputado
E provavelmente tb não se reelegerá em 2024
Se assim for, melhor p/o Ceará",Ciro Gomes,"  vc já sabe q ñ vai se eleger, né??pq no ce: ou é ligado ao candidato ciro gomes ou é ligado ao candidato ao lula/pt ou às esquerdascomo vc não é ligado a nenhum deles, provavelmente não se elege deputadoe provavelmente tb não se reelegerá em 2024se assim for, melhor p/o ceará",Negativo
2022-07-31 21:58:51+00:00,1553862783795662848,"@MarxSimpsons @cirogomes Um bom governo depende de muitos fatores ,como a situação externa, os resultados do governo anterior, Lula teve sorte de ter tudo isso, as commodities, a lei de responsabilidade fiscal ,projetos como o Bolsa escola e o FIES,  tudo isso ajudou muito Lula a ter bons resultados.",Ciro Gomes,"  um bom governo depende de muitos fatores ,como a situação externa, os resultados do governo anterior, lula teve sorte de ter tudo isso, as commodities, a lei de responsabilidade fiscal ,projetos como o bolsa escola e o fies,  tudo isso ajudou muito lula a ter bons resultados.",Neutro
2022-07-31 21:58:45+00:00,1553862757023469575,@cirogomes @CartunistaT Que ridículo. Pelo menos vc está igual ao desenho. Horrível!kkkkk,Ciro Gomes,  que ridículo. pelo menos vc está igual ao desenho. horrível!kkkkk,Neutro
2022-07-31 21:58:39+00:00,1553862734097399808,@danthecandido @parox40 @cirogomes Mas discorda do quê dessa corrente politica? Vai votar no capitão?,Ciro Gomes,   mas discorda do quê dessa corrente politica? vai votar no capitão?,Negativo
2022-07-31 21:58:33+00:00,1553862705735471107,"@EliasAllif @cirogomes As únicas conquistas capitalistas foram a desigualdade social, o acúmulo de renda e a opressão ao trabalhador. Quem separa produção e consumo são os liberais.",Ciro Gomes,"  as únicas conquistas capitalistas foram a desigualdade social, o acúmulo de renda e a opressão ao trabalhador. quem separa produção e consumo são os liberais.",Neutro
2022-07-31 21:58:29+00:00,1553862692192092161,Ihhhh! @cirogomes kkkkkkk https://t.co/DVEgbeKyyJ,Ciro Gomes,ihhhh!  kkkkkkk ,Neutro
2022-07-31 21:58:09+00:00,1553862606015942664,"@faornelas @Mindful2022 @hugossouto @cirogomes @CartunistaT que obrigar o lula, cara? que poder vc acha q eu tenho? cresce, fábio",Ciro Gomes,"     que obrigar o lula, cara? que poder vc acha q eu tenho? cresce, fábio",Neutro
2022-07-31 21:58:00+00:00,1553862567973486592,"@cirogomes @CartunistaT Fiquei com vergonha desse vídeo kkkk, a que ponto o Ciro Gomes chegou😂😂😂😂😂!",Ciro Gomes,"  fiquei com vergonha desse vídeo kkkk, a que ponto o ciro gomes chegou😂😂😂😂😂!",Neutro
2022-07-31 21:57:56+00:00,1553862551997382662,"@ThaisRMaschio Meu voto sempre foi do Ciro Gomes, mas agora em outubro vou ficar de olho nas pesquisas… pela primeira vez cogito votar em Lula pra não correr o risco de Bolsonaro ganhar pro primeiro turno.",Ciro Gomes," meu voto sempre foi do ciro gomes, mas agora em outubro vou ficar de olho nas pesquisas… pela primeira vez cogito votar em lula pra não correr o risco de bolsonaro ganhar pro primeiro turno.",Neutro
2022-07-31 21:57:51+00:00,1553862529276956679,@cirogomes @CartunistaT @gaiofact atenção,Ciro Gomes,   atenção,Neutro
2022-07-31 21:57:44+00:00,1553862499954528257,"@rital1n0 @Vana_FN @itjoelrs @cirogomes @CartunistaT Onde vc estava na eleição passada? Em Marte? Quem elegeu o Bozo foi o antipetismo! Mesmo que o Ciro subisse no palanque com o poste e aquela cambada, o PT não ganharia. É só somar os votos. Matemática simples! Mas alguém tem que ser o bode expiatório, né? Ciro fez muito bem!!!",Ciro Gomes,"     onde vc estava na eleição passada? em marte? quem elegeu o bozo foi o antipetismo! mesmo que o ciro subisse no palanque com o poste e aquela cambada, o pt não ganharia. é só somar os votos. matemática simples! mas alguém tem que ser o bode expiatório, né? ciro fez muito bem!!!",Negativo
2022-07-31 21:57:34+00:00,1553862460402196482,@cirogomes kkkk,Ciro Gomes, kkkk,Neutro
2022-07-31 21:57:32+00:00,1553862450545573891,"@cirogomes @CartunistaT É o mestre dos magos mesmo, quando precisam realmente dele ele some hahahah geralmente para Paris",Ciro Gomes,"  é o mestre dos magos mesmo, quando precisam realmente dele ele some hahahah geralmente para paris",Neutro
2022-07-31 21:57:23+00:00,1553862412717146113,"@teixeira_aulus @ROBERTOALVESME2 @vinimaxreal @cirogomes Acorda p vida vc, vcs n vao tirar nd, o cara tem apoio popular, o Ciro não vai pro segunto turno nem aqui nem em Paris 😓",Ciro Gomes,"    acorda p vida vc, vcs n vao tirar nd, o cara tem apoio popular, o ciro não vai pro segunto turno nem aqui nem em paris 😓",Positivo
2022-07-31 21:57:12+00:00,1553862367422865408,@cirogomes @CartunistaT O Haddad é o Hank❤ O mais bonito competente. É fã ou hater???????,Ciro Gomes,  o haddad é o hank❤ o mais bonito competente. é fã ou hater???????,Negativo
2022-07-31 21:57:05+00:00,1553862340101152768,@cirogomes @CartunistaT @pamagarinos 🤣🤣🤣,Ciro Gomes,   🤣🤣🤣,Neutro
2022-07-31 21:57:04+00:00,1553862334338195461,"@cvietra @cirogomes @CartunistaT Vc é cego? Tá precisando de óculos?
Onde tá vendo Ciro aí, coisinha?

Ah, é só um bot insignificante.
Precisando inventar, né? É a trágica sina dos adoradores do lularápio.
Nunca vai sair disso. https://t.co/NQkSoCFTVB",Ciro Gomes,"   vc é cego? tá precisando de óculos?onde tá vendo ciro aí, coisinha?ah, é só um bot insignificante.precisando inventar, né? é a trágica sina dos adoradores do lularápio.nunca vai sair disso. ",Neutro
2022-07-31 21:57:02+00:00,1553862323982536704,@marivalentimdf @cirogomes Ana Amélia,Ciro Gomes,  ana amélia,Neutro
2022-07-31 21:57:01+00:00,1553862323504291840,@rital1n0 @Mindful2022 @hugossouto @cirogomes @CartunistaT Vai obrigar Lula a debater e derrotar ele. #PrefiroCiro,Ciro Gomes,     vai obrigar lula a debater e derrotar ele. ,Neutro
2022-07-31 21:56:57+00:00,1553862302784520201,"@EleitorQ @zunaras @cirogomes @jairbolsonaro @LulaOficial Muito boa a criação, mas dá medo.🥴",Ciro Gomes,"     muito boa a criação, mas dá medo.🥴",Neutro
2022-07-31 21:56:29+00:00,1553862189089529859,@pauloboldrin @cirogomes Sério q o Daciollo tá no pareo?,Ciro Gomes,  sério q o daciollo tá no pareo?,Negativo
2022-07-31 21:56:23+00:00,1553862163936284688,"@Mindful2022 @hugossouto @cirogomes @CartunistaT mano, o cara fugiu de sua responsabilidade EM UMA ELEIÇÃO EM CURSO CONTRA UM FASCISTA. não é possível q vc ache isso ok, cara.",Ciro Gomes,"    mano, o cara fugiu de sua responsabilidade em uma eleição em curso contra um fascista. não é possível q vc ache isso ok, cara.",Negativo
2022-07-31 21:56:23+00:00,1553862163105824768,"@gomyde @cirogomes O Bravateiro e mentiroso do Ciroquio não desiste mesmo…

https://t.co/cXQbBmKh77",Ciro Gomes,  o bravateiro e mentiroso do ciroquio não desiste mesmo…,Neutro
2022-07-31 21:56:12+00:00,1553862115336900608,"@cirogomes @CartunistaT Tomara que quando voltar a TV globinho coloquem o desenho Caverna do Dragão, pois tenho certeza que vcs nunca assistiram",Ciro Gomes,"  tomara que quando voltar a tv globinho coloquem o desenho caverna do dragão, pois tenho certeza que vcs nunca assistiram",Neutro
2022-07-31 21:55:58+00:00,1553862058592145409,@cirogomes @GloboNews Tenho mais o que fazer.,Ciro Gomes,  tenho mais o que fazer.,Neutro
2022-07-31 21:55:56+00:00,1553862049213648902,@LeoGona20494093 @cirogomes Ela confirmou sua candidatura a deputada Federal...complicou tudo.,Ciro Gomes,  ela confirmou sua candidatura a deputada federal...complicou tudo.,Neutro
2022-07-31 21:55:56+00:00,1553862048794255360,@cirogomes @CartunistaT Carai quê coisa tosca pqp,Ciro Gomes,  carai quê coisa tosca pqp,Neutro
2022-07-31 21:55:56+00:00,1553862048735453186,@brainletbr WTF??????? Ancap servidor publico? Eleitor do ciro gomes? Ciro gomes libertário? kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Ciro Gomes, wtf??????? ancap servidor publico? eleitor do ciro gomes? ciro gomes libertário? kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Negativo
2022-07-31 21:55:51+00:00,1553862029320114177,@freitasarthur1_ @EleitorQ @cirogomes @jairbolsonaro @LulaOficial cu https://t.co/N1BsQzRLA5,Ciro Gomes,     cu ,Neutro
2022-07-31 21:55:48+00:00,1553862015856386051,@marivalentimdf @cirogomes A vice pode ser do PSD Maria Amélia.,Ciro Gomes,  a vice pode ser do psd maria amélia.,Neutro
2022-07-31 21:55:32+00:00,1553861947724013568,@cirogomes @CartunistaT Pelo amor em Ciro ... Tem que demitir essa assessoria aí!!,Ciro Gomes,  pelo amor em ciro ... tem que demitir essa assessoria aí!!,Positivo
2022-07-31 21:55:26+00:00,1553861922210168833,"@yupira2 @ROBERTOALVESME2 @vinimaxreal @cirogomes Ajudar o cara que criou o Bolsonaro a ganhar no primeiro turno pra que?

Nós queremos tirar Bolsonaro do segundo turno e obrigar esse inescrupuloso do Lula a debater o país e responder suas contradições.

Acorda pra vida! Lula é parte do problema!",Ciro Gomes,    ajudar o cara que criou o bolsonaro a ganhar no primeiro turno pra que?nós queremos tirar bolsonaro do segundo turno e obrigar esse inescrupuloso do lula a debater o país e responder suas contradições.acorda pra vida! lula é parte do problema!,Negativo
2022-07-31 21:55:19+00:00,1553861893823029248,"@cirogomes @CartunistaT Se alguém lhe perguntar o que é cringe, mostre esse vídeo.",Ciro Gomes,"  se alguém lhe perguntar o que é cringe, mostre esse vídeo.",Neutro
2022-07-31 21:55:11+00:00,1553861860461613056,"@faornelas @Mindful2022 @hugossouto @cirogomes @CartunistaT nossa, parabéns. quero ver o q ele vai fazer qdo chegar o segundo turno",Ciro Gomes,"     nossa, parabéns. quero ver o q ele vai fazer qdo chegar o segundo turno",Neutro
2022-07-31 21:55:09+00:00,1553861850101579779,@Mindful2022 @rital1n0 @hugossouto @cirogomes @CartunistaT Empalou o petisco! Kkkkk,Ciro Gomes,     empalou o petisco! kkkkk,Neutro
2022-07-31 21:55:07+00:00,1553861841700683776,"@kimpaim Ciro Nogueira em convenção do PDT?
Com cartaz do Ciro Gomes?

Explica aí, orelhudo! https://t.co/k6yDPxcri3",Ciro Gomes," ciro nogueira em convenção do pdt?com cartaz do ciro gomes?explica aí, orelhudo! ",Neutro
2022-07-31 21:55:03+00:00,1553861824667344906,@cirogomes @CartunistaT Totalmente perdido,Ciro Gomes,  totalmente perdido,Neutro
2022-07-31 21:54:37+00:00,1553861717918187521,@emirsader Calma lá! Existem nomes melhores para presidente! @simonetebetbr @cirogomes @AndreJanonesAdv...,Ciro Gomes, calma lá! existem nomes melhores para presidente!   ,Neutro
